Date,FX_Market,FX_Carry,FX_Momentum,FX_Value,Commo_Market,Commo_Carry,Commo_Momentum,Commo_Value,Commo_BasisMom,FI_Market,FI_Carry,FI_Momentum,FI_Value,Eq_Market,Eq_Momentum,Eq_Size,Eq_Value,US.SMB,US.HML,US.RMW,US.CMA
1970-08-31,,0.0,0.0,0.0,0.04982294402722862,0.045201471734373215,-0.03786590122440599,0.0,0.022752471346731837,-0.005734742394007685,0.0,0.0,0.0,,0.0,0.0,0.0,0.01269857013206091,0.016244098873542234,0.008848425871062987,-0.0015453452011538007
1970-09-30,,0.0,0.0,0.0,-0.0075174001357486185,0.008481518136370454,0.04551957257437738,0.0,-0.04420478883693379,0.012749224506471826,0.0,0.0,0.0,,0.0,0.0,0.0,0.07481365861500348,-0.06233184610575329,0.0038763789021581487,-0.06595320486671671
1970-10-30,,0.0,0.0,0.0,0.02731997462415284,-0.014809765784396571,0.02605745519552017,0.0,0.028324046778915916,-0.0031644145121324783,0.0,0.0,0.0,,0.0,0.0,0.0,-0.03544522310987393,0.0022884679324477967,0.028062779035523136,0.022913795044912765
1970-11-30,,0.0,0.0,0.0,-0.018376758934818025,0.003602432585819815,-0.0025371453825605793,0.0,-0.006725342350355557,0.05750062717355062,0.0,0.0,0.0,,0.0,0.0,0.0,-0.03084878783660646,0.017733587098110903,0.023485293155846566,0.014385311031041178
1970-12-31,,0.0,0.0,0.0,0.000554388919695284,0.029451757591336405,-0.009205994466290212,0.0,0.010648737880546422,0.0006062333630467891,0.0,0.0,0.0,,0.0,0.0,0.0,0.0226080115444048,0.0117786381226375,0.004286733165884499,0.003156773704505029
1971-01-29,,0.0,0.0,0.0,0.04824833978931118,0.0380472158399169,0.06861596797677325,0.0,0.04825660675761949,0.022454606965061175,0.0,0.0,0.0,0.03445808457667819,0.1984330856536027,0.0,0.0,0.059677286622170755,0.017601545082610026,-0.030974348500972502,-0.0006318999884385845
1971-02-26,,0.0,0.0,0.0,-0.029598736851175964,-0.00822703666680202,-0.01831572941884891,0.0,-0.020126215829775668,-0.003026367830194264,0.0,0.0,0.0,-0.002947638049449566,-0.15039376697479295,0.0,0.0,0.015552573950073065,-0.01464586919247895,0.010711313822904299,-0.008992236658040937
1971-03-31,,0.0,0.0,0.0,0.014891291112837742,0.0050515066166835045,-0.01583522715677985,0.0,0.048541862511981684,0.037528408015701696,0.0,0.0,0.0,0.020611026485721388,-0.16012277225944893,0.0,0.0,0.017263752308168036,-0.04636289562896575,0.029746708402348138,-0.029883296968844647
1971-04-30,,0.0,0.0,0.0,-0.015733901078610578,0.00502326398212282,-0.017580178979736242,0.0,0.007013190644161239,-0.033174779960665236,0.0,0.0,0.0,0.023268046374569234,0.12757329496302994,0.0,0.0,-0.0027956724489656684,0.009686833708328442,-0.024179727290489787,0.009436086530632954
1971-05-31,,0.0,0.0,0.0,0.037543037163472195,0.009687983514171106,0.04430273046995472,0.0,-0.008738969106222405,-0.015764309320788743,0.0,0.0,0.0,0.012949344877653339,0.06516037116525555,0.0,0.0,-0.009044369364755452,-0.01505143899176523,0.025321365310707715,0.0023124117412488578
1971-06-30,,0.0,0.0,0.0,0.016155328279417177,0.023807890026498135,-0.01631510911310094,0.0,0.02219462934368922,-0.019254637717109245,0.0,0.0,0.0,0.04665575971995844,0.08151913132306282,0.0,0.0,-0.012916731348298138,-0.02215216300839315,0.026589071613696363,-0.0196025280416032
1971-07-30,,0.0,0.0,0.0,0.010247837431667182,0.01672238785819904,0.00022832000372538755,0.0,-0.023468703981266423,-0.007675859703080016,0.0,0.0,0.0,0.005129525072711818,-0.013666628303873338,0.0,0.0,-0.012206831103070814,-0.00022233639336759976,0.009771972687271018,0.01629052702011996
1971-08-31,,0.0,0.0,0.0,-0.04795400889495432,-0.0002421712215864506,-0.016681240442980735,0.0,-0.008192823183117502,0.0337856554896429,0.0,0.0,0.0,-0.003160941637225087,0.08493756503334812,0.0,0.0,-0.0019631047222106886,0.03107777112755966,-0.007660903995308519,0.031081787520598116
1971-09-30,,0.0,0.0,0.0,-0.02128305823004744,-0.0032621302553047385,0.013707940888000645,0.0,0.006170107622934142,0.018810107707111078,0.0,0.0,0.0,-0.011703598511914536,0.07294482970319986,0.0,0.0,0.0022380559706751007,-0.03371388521031448,0.04533735614124538,-0.018767487415904283
1971-10-29,,0.0,0.0,0.0,0.05621370789638024,0.03804582997850566,0.010569163841529533,0.0,-0.027362160944664742,0.019220393143255493,0.0,0.0,0.0,-0.026095255805024666,0.010933086822341231,0.0,0.0,-0.01385551199240715,-0.005803262750183462,0.027797419937562056,-0.016339218764367697
1971-11-30,,0.0,0.0,0.0,0.001419502582079747,-0.008530182084687567,0.013879195524509117,0.0,0.012909680820735087,0.00809477066364044,0.0,0.0,0.0,-0.004940561908994771,-0.0840710482217224,0.0,0.0,-0.024875749521073978,-0.019310380094803264,0.04331371795874175,-0.005201701951048139
1971-12-31,,0.0,0.0,0.0,0.04792323880060989,0.024357191698599505,0.002263048093212995,0.0,-0.005715011367180596,0.015653264251497146,0.0,0.0,0.0,0.07430925185562809,0.0027280928972093187,0.0,0.0,0.02827395735433171,-0.004374866770792118,-0.007566583987125461,-0.020243578062344798
1972-01-31,,0.0,0.0,0.0,0.038954667120492774,-0.023081342265668617,0.006410245078725373,0.0,0.017326671714795867,-0.011307013555117743,0.0,0.0,0.0,0.02179174453238576,0.048306687021273595,0.0,0.0,0.05331522890837813,0.02439856372816539,-0.030542575136926747,0.006476015907535436
1972-02-29,0.027309761655194633,0.0,0.0,0.0,0.0019517841795089392,0.006334268462209617,0.017292907570187737,0.0,-0.01882425234596401,0.020793591164038592,0.0,0.0,0.0,0.03416150862661793,-0.0037465361595683255,0.0,0.0,0.00721952773581435,-0.03244295680884894,0.030420808891371,-0.00600932324923747
1972-03-31,0.008471477648653837,0.0,0.0,0.0,0.013682447902076423,-0.014043966818290529,-0.012899878831285204,0.0,0.04073317134653999,-0.004719933188694787,0.0,0.0,0.0,0.03423353838388127,0.07571702681384254,0.0,0.0,-0.003963691108452749,-0.018172914993680636,0.028569080233921726,-0.0024010944020604022
1972-04-28,0.001599517350858304,0.0,0.0,0.0,-0.004215586091693997,-0.012766489462229823,-0.010144006854788171,0.0,0.03763243990125978,-0.0017699749457605579,0.0,0.0,0.0,0.022685011730198417,0.0569352971625291,0.0,0.0,0.0022770703076976455,0.0003370238541298622,-0.007515455885080284,-0.012734991694696987
1972-05-31,0.016267699409203473,0.0,0.0,0.0,0.008963151708337542,0.020556980375374435,-0.014578323312465237,0.0,-0.051502341732678154,0.005323723874123824,0.0,0.0,0.0,0.02330272870095326,0.008805006097656545,0.0,0.0,-0.026315067906463246,-0.030556644517100377,0.04377506001533109,-0.02357468401668575
1972-06-30,-0.038595766601423456,0.0,0.0,0.0,-0.029004894661241832,-0.013548131034226276,-0.04094149628315624,0.0,0.006009533302283571,-0.006104282655497747,0.0,0.0,0.0,0.01890111618036326,-0.012602247989490455,0.0,0.0,-0.0035908304756173885,-0.027287466854044134,0.03226670501699376,-0.0041465077684279
1972-07-31,0.013362646363673193,0.0,0.0,0.0,-0.01750704936896573,0.03928215601257036,-0.0635696150586569,0.30880809157959616,-0.0482574613810456,0.004918743352735954,0.0,0.0,0.0,0.04149287259474433,0.07647012323557073,0.0,0.0,-0.0241055591439825,0.006596937353635942,0.02339603901740673,-0.008473858396342855
1972-08-31,0.0012300216710799282,0.0,0.0,0.0,0.07137022366445225,0.13233963777613456,-0.01190509870668689,-0.33034599253308694,-0.01282219487369344,-0.015382341618682271,0.0,0.0,0.0,0.016546888938210685,-0.027208501997752297,0.0,0.0,-0.03003068951299268,0.05027509557869748,-0.039899943513087094,0.03477741330373629
1972-09-29,-0.013910325002557733,0.0,0.0,0.0,0.06548071517416489,0.10151272525881155,0.002859088883675551,0.02884822615985638,-0.08979657206929914,-0.0073647277143312345,0.0,0.0,0.0,-0.005868197415604862,0.01380594897244489,0.0,0.0,-0.019192726965223027,0.005302140482123415,0.031019597313646157,-0.024278388026063323
1972-10-31,-0.02139923869260918,0.0,0.0,0.0,-0.0006302909767895418,-0.01858793126980137,-0.014900157215625466,0.03750159609231836,-0.0030473394183106756,0.006979847717909307,0.0,0.0,0.0,0.04938264145663549,0.04223729740596714,0.0,0.0,-0.021813654547179557,0.013482486585034684,-0.002161781415605741,0.0003655945480584426
1972-11-30,0.002132469771599532,0.0,0.0,0.0,0.03810902651615579,0.007119246880404089,0.01760712669481617,-0.11408593211135663,-0.007299092556131023,0.009054160621520086,0.0,0.0,0.0,0.06747176166332797,0.12941762972768592,0.0,0.0,-0.00514057500668075,0.05502352062302641,-0.038868585901575214,0.0413088500655706
1972-12-29,-0.0203632469609897,0.0,0.0,0.0,0.12293020538577432,-0.034691235357718515,0.07737089048731141,-0.1036559065251749,0.06676768867808185,-0.009800646521335393,0.0,0.0,0.0,0.08020409414475244,0.09850410815010856,0.0,0.0,-0.016546960973473905,-0.02362904488975731,0.0491957665016008,-0.025890741825265615
1973-01-31,0.020174811519508132,0.0,0.0,0.0,0.02767030948801957,0.023295459998045515,-0.01520339956515285,0.028206884741657067,-0.012981371003346627,-0.0027135934670525787,0.0,0.0,0.0,0.04410264581228442,0.036098885317281004,0.0,0.0,-0.024974145016632286,0.02950786458248348,0.0076208940394867745,0.010859013678354082
1973-02-28,0.22706439238262077,0.0,0.0,0.0,0.0741875421535576,0.020783925823228487,-0.01962007790673868,0.10544622875480057,0.0501822985609802,-0.011533330843852063,0.0,0.0,0.0,-0.005644302573151499,0.07405592016699758,0.0,0.0,-0.03524814137355435,0.01801222128684516,-0.005685474325791808,0.0006229201012285102
1973-03-30,0.0027200867020835363,0.0,0.0,0.0,-0.020403358826559543,0.01156122339409833,-0.066924002923399,0.11274086498713279,-0.031503989532786714,-0.009287618939317538,0.0,0.0,0.0,-0.009818921893729923,-0.04502671320347677,0.0,0.0,-0.020285611955700826,0.028799571005715296,-0.019828870212952394,0.006338939128903597
1973-04-30,-0.00013901699131459207,0.0,0.0,0.0,0.09287281023524584,0.012928719475157134,0.11098570795685526,0.006728075108561536,0.005944197677469471,-0.02082839541542031,0.0,0.0,0.0,-0.050019950883236096,-0.13080210773478024,0.0,0.0,-0.02588207915439925,0.06162815860706318,-0.03208415150384873,0.03361403759215548
1973-05-31,0.036012649793978536,0.0,0.0,0.0,0.14012328356781725,-0.049839570908029644,0.06955794331200818,-0.015415253308739711,0.10514127113131118,-0.030633596151889916,0.0,0.0,0.0,0.03845239196589746,0.037196432507718084,0.0,0.0,-0.056395880502473086,0.004427544708235342,0.039958556012631576,-0.024869435011292164
1973-06-29,0.04085913729754339,0.0,0.0,0.0,-0.011694541425480877,0.00803096460853211,-0.019859214355865573,0.025415174145581986,-0.02234866495332663,-0.05133915119305037,0.0,0.0,0.0,-0.011317067292972912,0.013105291756460679,0.0,0.0,-0.022346661796457407,0.013591311657992948,-0.004082179992203202,0.0013759148402169258
1973-07-31,-0.004870548532207971,0.0,0.0,0.0,0.11386485104637789,-0.04153822070576418,-0.03612400269145065,0.07603393286277228,0.0045557317361534675,-0.04739185986298909,0.0,0.0,0.0,0.0009485215162604258,-0.01955848418901486,0.0,0.0,0.06467006116442785,-0.06258028565970371,-0.0018321308094534877,-0.051029203239777686
1973-08-31,-0.033494216468451805,0.0,0.0,0.0,-0.015384171336370248,0.05769562239987197,-0.052184464392780926,0.025902473614912765,-0.026857432458909012,0.017135013721851538,0.0,0.0,0.0,-0.05139734039812798,-0.022139588222384116,0.0,0.0,-0.014847799948236802,0.011496434031035079,-0.026928280434111444,0.019160419628608462
1973-09-28,-0.009445620097141534,0.0,0.0,0.0,-0.005218096748377437,-0.0001909085162961744,-0.04517278099726757,-0.020859574845508624,-0.007341296588337353,-0.11684489952971516,0.0,0.0,0.0,-0.005940364295293595,-0.012038924990731031,0.0,0.0,0.02991686706398908,0.0248275078241739,-0.044266816423642885,0.026487879756298488
1973-10-31,0.010562424996396548,0.0,0.0,0.0,-0.04608545024889255,0.04854123948833784,-0.06517281392795883,0.05450165297155633,-0.06046320640529579,0.016429853442352205,0.0,0.0,0.0,0.04138357375191046,0.0004367281320800865,0.0,0.0,-0.002453872841775958,0.019696857385055548,-0.037915080337484634,0.048125814318737296
1973-11-30,-0.06340676812138092,0.0,0.0,0.0,0.030384617590896095,-0.049786760906649484,0.04896421349716229,-0.033997327327499736,0.03596304497934551,0.0014850329674480787,0.0,0.0,0.0,-0.09839938691305801,-0.0200033101256825,0.0,0.0,-0.0674817331809034,0.04829495600991934,-0.051727453171279615,0.028893427637280335
1973-12-31,-0.016301282036149778,0.0,0.0,0.0,0.035166835617353405,0.038205074853217946,0.012129846606955005,0.0025248712414674295,0.0017453293357696505,-0.01783814311598703,0.0,0.0,0.0,-0.017788294341085392,0.019473124330985008,0.0,0.0,-0.041750160172976176,0.045968617989432824,-0.05175270163775523,0.042287170584353474
1974-01-31,-0.0443484906274024,0.0,0.0,0.0,0.0393732298571975,-0.08764492445127861,0.0034875895904710437,-0.002831422450724319,0.07598349794724174,-0.008085630703166535,0.0,0.0,0.0,0.029064227009182927,0.010748571010172809,0.0,0.0,0.09145515289516946,0.0663207920912018,-0.049860884983156974,0.07559040492021046
1974-02-28,0.04037213631538396,0.0,-0.01291546477482397,0.0,-0.005627794110910065,-0.05105246696108077,0.040583693493191,-0.038670894368412465,0.02951603385141993,-0.0008257667944161702,0.0,0.0,0.0,-0.009097767747649624,0.009147199564373678,0.0,0.0,0.0009844151887112302,0.02598095784004533,-0.03089178554991259,0.04126908084539275
1974-03-29,0.05511973929158679,0.0,0.024518955245230734,0.0,-0.00919443661584355,0.03905773720020451,-0.050130130908304364,-0.025880387342154827,0.014026328015608897,-0.03384483538061766,0.0,0.0,0.0,-0.0455939048705042,0.002691573320676925,0.0,0.0,0.02166276103590982,-0.0014719519263702776,0.04771667611480643,0.006666584752336943
1974-04-30,0.014615613235965151,0.0,0.08037691972723116,0.0,-0.007167031851762524,-0.04491944798562606,0.029972718513619098,-0.006998789868881019,0.04828346398183285,-0.022489472702208593,0.0,0.0,0.0,-0.0227249993494504,0.011446280873631176,0.0,0.0,-0.0054409100872542405,0.01007874363171762,0.04354549592802,0.03360090050328698
1974-05-31,-0.014148341108703834,0.0,-0.05932656333511466,0.0,-0.041844152834889105,0.04139774498776636,-0.042560123256430174,-0.001988119910219064,-0.055127932094332074,0.006209430755455872,0.0,0.0,0.0,-0.01177613312160942,-0.07627782883922966,0.0,0.0,-0.02523015807001896,-0.02278589028626561,0.07892401661817552,-0.005119086789346969
1974-06-28,-0.007262022950296418,0.0,0.004907306434023928,0.0,0.03320340869002365,-0.02710923420100934,0.02634193945381171,-0.009277357371696692,0.02002264549846691,-0.10573828963113012,0.0,0.0,0.0,-0.022190156822429304,-0.003993511397468166,0.0,0.0,-0.00040982727028119064,0.009024828158548314,0.0072399224780457,0.04613690965328817
1974-07-31,-0.01534531458838232,0.0,-0.0169007588273018,0.0,0.08452966235773289,0.06884485313207109,-0.021235542407244706,0.07955588144048266,-0.013993459918297762,-0.01783892398377825,0.0,0.0,0.0,-0.038068983308955646,0.015316847424007334,0.0,0.0,0.015081573102853883,0.05697314890341405,-0.046633942092813886,0.06910112326317086
1974-08-30,-0.027326787202683868,0.0,0.029780493677198372,0.0,-0.03778757255338954,-0.060417177152438,0.03948851089433853,-0.08044153022638796,0.02759129607887777,-0.0170360118201855,0.0,0.0,0.0,-0.07143047319072851,0.006150367982747305,0.0,0.0,0.002279270134859341,0.02781307615732282,-0.004065881697646775,0.03757033802833095
1974-09-30,0.0049666881474994505,0.0,-0.033001426405655954,0.0,0.030421617350339887,0.038640052891718527,0.05169547911452175,-0.0026980133041417122,-0.04950671804309987,0.013809138464448483,0.0,0.0,0.0,-0.06490669218105284,-0.0034622015330152607,0.0,0.0,0.01195663791819053,0.057875357989391106,-0.060734201506600416,0.08442446614860469
1974-10-31,0.004831179501658614,0.0,0.019954801470240535,0.0,0.0045194700470751244,-0.028944016183807562,0.007186581389674199,-0.0389115927960562,0.04264800870126933,0.012341476757011903,0.0,0.0,0.0,0.0439934731208752,-0.010210271584946995,0.0,0.0,-0.05492065500638991,-0.10492352559036322,-0.003907625058104863,-0.03932176019804302
1974-11-29,0.01052001666208389,0.0,-0.004671692679975803,0.0,-0.004141753989210772,0.00424741783561943,0.012216136637962916,-0.022625175412609198,-0.0037619884814813474,0.012537836444784074,0.0,0.0,0.0,-0.04085942966463593,0.03856302470732855,0.0,0.0,-0.010982729142366879,-0.0021967488678459653,-0.046485911526029114,0.03813975392858301
1974-12-31,0.010125385499309747,0.0,-0.0049373425558260076,0.0,-0.032161548180986224,0.016817825599153062,-0.018245240775922208,0.0030979407540746916,0.009129387987973516,0.020047130359111633,0.0,0.0,0.0,-0.00870266247510977,-0.008606261014569407,0.0,0.09633241199971554,-0.03339992531276427,0.0010620218233647557,-0.010223524828197586,0.0440782297056914
1975-01-31,0.014032608889826081,0.0,0.06006242821838348,0.0,-0.03901415240130408,-0.017207874054726385,-0.033686781904495026,0.03481075022948455,0.022317152509301504,-0.0025129269578806845,0.0,0.0,0.0,0.11277886396805542,-0.021573500723056478,0.0,1.3427360766628091,0.10125214384578883,0.07320964625061475,-0.007259796943186574,-0.013719728098252844
1975-02-28,0.03935526619983415,0.0,-0.02194520299935121,0.0,-0.02748102228281821,0.0021879495465693985,-0.03248898930325456,0.009408384449883877,0.015589502488801954,-0.0025107267133610035,0.0,0.0,0.0,0.036188239754513914,0.0035103881613107327,0.0,0.06591985059930858,-0.004762664638897707,-0.037156800235948556,0.015822276332729847,-0.027262470265772238
1975-03-31,-0.008318017399831241,0.0,0.07292997118641231,0.0,0.03085667660478948,0.029474063866444924,-0.0418117176581916,0.050965133583355665,-0.03445226600760679,-0.04732531335462054,0.0,0.0,0.0,0.0006135095764495586,-0.008206020088227337,0.0,0.004532300376470384,0.027462691439109222,0.019753909124234154,0.016999543065158506,-0.016969190580042096
1975-04-30,-0.023950737910130294,0.0,-0.08774340389359625,0.0,-0.022001914277327714,0.023799168052901536,-0.026045301855722205,0.029959562868217732,0.019846135574237762,-0.02531330768679753,0.0,0.0,0.0,0.027958919582604394,0.012456022831127053,0.0,0.029060610174029614,-0.004689215927861448,-0.009287603700494092,0.01897162738543637,-0.017172229935922594
1975-05-30,-0.0012095099012923887,0.0,0.04473007667834319,0.0,-0.007921561554491264,0.024979431920781718,-0.018648044164208916,0.029591140822498273,0.015366141471171699,0.02277134877608931,0.0,0.0,0.0,0.001229141876203642,-0.005500898484275235,0.0,0.018231163042627327,0.020266452440240036,-0.03313316657303589,-0.015288619221887257,-0.0069950916257651525
1975-06-30,-0.03329530712674289,0.0,0.021537770589249237,0.0,0.0015583791402465725,0.006909385766697882,-0.0004599339685859684,0.006643037988362028,-0.0032683887816293312,0.006648802222281587,0.0,0.0,0.0,-0.0048991237617119045,-0.013540119988145326,0.0,-0.008374519145269333,0.008998358263867265,0.010894552519760512,-0.03731295700732148,0.013586928854552436
1975-07-31,-0.05130870666873671,0.0,-0.24826926846594183,0.0,0.043295451182861586,0.05367430426219014,-0.03098778448946741,0.022242666294373298,-0.046286147936537625,-0.0611269122043704,0.0,0.0,0.0,-0.002955498956594567,-0.009282556192375394,0.0,-0.0027663871973513695,0.02294324901116331,0.0144185288492079,0.006210279837646167,0.01581479128913412
1975-08-29,-0.02069390614323948,0.0,-0.0002713586729058351,0.0,0.005623436568335298,0.000418783135378679,0.019214663136910275,0.013897159964596261,0.009417271479835536,-0.006406330874702947,0.0,0.0,0.0,-0.004439461751722496,0.021672977235329627,0.0,0.0012661922880622426,-0.018567927947595028,-0.007456544290023883,0.015140177883800744,-0.01272326262528057
1975-09-30,-0.02596138202696887,0.0,0.006553068531472174,0.0,-0.0008739217135550122,0.022930837676553874,0.02103894946803512,-0.004261432316834526,0.018888903346069727,-0.016011588654377986,0.0,0.0,0.0,-0.007742237702366008,0.02382598830545642,0.0,0.013493504088518536,-0.00013446841376860938,0.002725697130947827,0.00805997389348016,0.007328587322863036
